text,label
Is the decrease in sebum related to how long I take it?,indications_and_efficacy
Can I transfer this prescription to another pharmacy?,prescription_process_and_smart_program
I'm heading out.,goodbye
"Okay, bye.",goodbye
I need to make sure my doctor has stickers in stock.,prescription_process_and_smart_program
Who is responsible for your answers?,bot_identity_and_disclaimer
Are you an AI?,bot_identity_and_disclaimer
What is the oldest university?,unrelated
Can I get two months' worth if I'm going on vacation?,prescription_process_and_smart_program
Exit.,goodbye
What is allergic vasculitis?,common_side_effects_and_adverse_reactions
How do I start a blog?,unrelated
Can I use a cervical cap as a secondary form of birth control?,pregnancy_and_contraception_risks
Do I need a yellow sticker for every prescription?,dosage_and_administration
Who wrote the Harry Potter books?,unrelated
When is the next leap year?,unrelated
How long should I wait before starting a second course?,dosage_and_administration
Does the mail-order pharmacy require the sticker?,prescription_process_and_smart_program
I received information on emergency contraception.,pregnancy_and_contraception_risks
Does conventional therapy include creams?,indications_and_efficacy
"No thanks, bye.",goodbye
What is the mechanism of action?,indications_and_efficacy
The yellow sticker documents that I am qualified.,pregnancy_and_contraception_risks
Should I avoid situations where I might get hurt?,lifestyle_restrictions
Will the pharmacy fill it without the sticker?,dosage_and_administration
"I want to get a leg wax, is that okay?",lifestyle_restrictions
How do I make a salad dressing?,unrelated
Can I work night shifts?,lifestyle_restrictions
"My acne is suppurative, is Accutane indicated?",indications_and_efficacy
Can I take diuretics?,drug_and_supplement_interactions
Can I get a tattoo?,lifestyle_restrictions
Are you approved by the FDA?,bot_identity_and_disclaimer
My pharmacy says they need a qualification sticker.,prescription_process_and_smart_program
Should I stop exercising if I have muscle pain?,lifestyle_restrictions
Can I just skip the missed dose?,dosage_and_administration
Is it effective in pediatric patients?,indications_and_efficacy
How do I learn to code?,unrelated
People have ended their own lives on this medication.,mental_health_warnings
Can I suck on the capsule?,dosage_and_administration
I need to take it for 15 weeks minimum.,dosage_and_administration
How do I change the oil in my car?,unrelated
Can I stop using birth control 1 month after treatment?,lifestyle_restrictions
Can I take fiber supplements?,drug_and_supplement_interactions
Who is the queen of pop?,unrelated
Thanks for your time.,goodbye
"Hello, I'm confused about my prescription.",greeting
Can I wear my contact lenses?,lifestyle_restrictions
Can I take cold medicine?,drug_and_supplement_interactions
What model are you running on?,bot_identity_and_disclaimer
Do I have to wait 6 months for laser procedures too?,lifestyle_restrictions
How do I calm down when I'm anxious?,unrelated
Terminate.,goodbye
Will this help if conventional therapy failed?,indications_and_efficacy
Is it normal to have temper outbursts?,mental_health_warnings
I agree to tell my prescriber if my family has a history of psychosis.,mental_health_warnings
I have red patches on my extremities.,common_side_effects_and_adverse_reactions
Who wrote the Lord of the Rings?,unrelated
Can you keep a secret?,bot_identity_and_disclaimer
I feel nauseous and have been vomiting.,common_side_effects_and_adverse_reactions
Can I take black cohosh?,drug_and_supplement_interactions
"For males, is the qualification date the day the prescription is written?",prescription_process_and_smart_program
How do I get rid of ants in the kitchen?,unrelated
How do I edit a PDF?,unrelated
Does this medication increase the risk of spontaneous abortion?,pregnancy_and_contraception_risks
What is the capital of Australia?,unrelated
I've lost interest in social activities.,mental_health_warnings
"Hi, I need the yellow sticker info.",greeting
How do I start a fire without matches?,unrelated
What is the formula for the area of a circle?,unrelated
Can I donate blood if I'm a male?,lifestyle_restrictions
"Hi, Accutane help.",greeting
Can you authorize a refill?,bot_identity_and_disclaimer
Are you a dermatologist?,bot_identity_and_disclaimer
Why is the dispensing window so short?,prescription_process_and_smart_program
Is the Medication Guide part of the risk management program?,prescription_process_and_smart_program
Hey.,greeting
Farewell.,goodbye
What is the population of Tokyo?,unrelated
Can I take energy drinks?,drug_and_supplement_interactions
Why are minipills considered an inadequate method of contraception?,drug_and_supplement_interactions
Should I be cautious using steroids and Accutane together?,drug_and_supplement_interactions
When would a doctor increase the dose to 2.0 mg?,dosage_and_administration
Can I get the yellow stickers myself?,prescription_process_and_smart_program
"Hello, I'm a patient taking Accutane.",greeting
Are you certified?,bot_identity_and_disclaimer
Who wrote the Declaration of Independence?,unrelated
Is it true that I can't determine which fetus is affected?,pregnancy_and_contraception_risks
"If I become more irritable than usual, should I call my doctor?",mental_health_warnings
Should I take two doses if I missed one?,dosage_and_administration
Can I opt out of the S.M.A.R.T. program?,prescription_process_and_smart_program
Can I take sleeping pills?,drug_and_supplement_interactions
How big does a lesion have to be to be considered a nodule?,indications_and_efficacy
"If the sticker isn't there, should I call the prescriber?",dosage_and_administration
Can I take diet pills?,drug_and_supplement_interactions
Are there cardiovascular abnormalities linked to Accutane?,pregnancy_and_contraception_risks
Can I take it for longer than the recommended duration?,dosage_and_administration
How do I make a reservation at a restaurant?,unrelated
Can I use moisturizer for my dry skin?,lifestyle_restrictions
"Hello, connect me.",greeting
What does psychosis mean?,mental_health_warnings
I'm having trouble concentrating.,mental_health_warnings
Should I avoid sunlight completely?,lifestyle_restrictions
What is the capital of Argentina?,unrelated
Is the sticker the only way to get the drug?,prescription_process_and_smart_program
How do I make a paper boat?,unrelated
"I'm done, thanks.",goodbye
"If I stop taking it, will the depression go away immediately?",mental_health_warnings
What is the weather like in New York today?,unrelated
Hey!,greeting
What is the heaviest land animal?,unrelated
"I'll take the test, bye.",goodbye
What is the square root of 144?,unrelated
Is it okay to take low doses for a long time?,dosage_and_administration
What is the most spoken language in the world?,unrelated
I'm withdrawing from my family.,mental_health_warnings
Is this advice legally binding?,bot_identity_and_disclaimer
Does it work for whiteheads?,indications_and_efficacy
I must stop taking Accutane if I miss my period.,pregnancy_and_contraception_risks
Can I take seizure medication?,drug_and_supplement_interactions
How do I boost my credit score?,unrelated
Should I avoid prolonged exposure to sunlight?,lifestyle_restrictions
What is benign intracranial hypertension?,drug_and_supplement_interactions
Explain the theory of relativity in simple terms.,unrelated
I'm getting sunburned really easily.,common_side_effects_and_adverse_reactions
Can I take it if I have mild acne but I'm depressed about it?,indications_and_efficacy
What is the process for qualifying a female patient?,prescription_process_and_smart_program
"Hey, I'm back with another question.",greeting
My mood has changed to being angry.,mental_health_warnings
"I feel anxious and empty, is that a side effect?",mental_health_warnings
"Perfect, goodbye.",goodbye
Why are there no refills permitted on this drug?,prescription_process_and_smart_program
Is it indicated for males with severe acne?,indications_and_efficacy
Are you HIPAA compliant?,bot_identity_and_disclaimer
"I'm sleeping too much, could it be the drug?",mental_health_warnings
My white blood cell count is low.,common_side_effects_and_adverse_reactions
What is your purpose?,bot_identity_and_disclaimer
I feel like I have no energy.,mental_health_warnings
"Hi, can you help me?",greeting
Does Accutane cause loss of contact with reality?,mental_health_warnings
Can I take it if the sticker date is more than 7 days ago?,dosage_and_administration
See you later.,goodbye
What kind of skull abnormalities can occur?,pregnancy_and_contraception_risks
How do I clear my browser cache?,unrelated
Signing off.,goodbye
Does conventional therapy include oral antibiotics?,indications_and_efficacy
"You answered everything, thanks.",goodbye
"My family has a history of mental illness, is that a problem?",mental_health_warnings
I've lost interest in sports I used to like.,mental_health_warnings
The pharmacy said my qualification date is too old.,prescription_process_and_smart_program
Good day.,goodbye
Can it cause anemia?,common_side_effects_and_adverse_reactions
What is the closest star to Earth?,unrelated
"I'll call my doctor, thanks, bye.",goodbye
Can it cause blood in the urine?,common_side_effects_and_adverse_reactions
Who is the Prime Minister of the UK?,unrelated
Can I take probiotics?,drug_and_supplement_interactions
How do I make a GIF?,unrelated
Will the manufacturer provide the pregnancy test kits?,pregnancy_and_contraception_risks
My partner and I need to be careful about pregnancy risks.,pregnancy_and_contraception_risks
Can I use a sunlamp?,lifestyle_restrictions
Can I use a diaphragm as my only method of protection?,pregnancy_and_contraception_risks
I don't want to see my friends anymore.,mental_health_warnings
Is decreased night vision permanent?,common_side_effects_and_adverse_reactions
What is the freezing point of alcohol?,unrelated
What is the 'Prescriber Checklist' mentioned in the S.M.A.R.T. letter?,prescription_process_and_smart_program
I need to make sure I don't self-medicate with herbal supplements.,dosage_and_administration
Can I take evening primrose oil?,drug_and_supplement_interactions
Did people get pregnant while taking St. John's Wort and Accutane?,pregnancy_and_contraception_risks
Is it possible to get pancreatitis from this?,common_side_effects_and_adverse_reactions
Can I donate blood immediately after my last dose?,lifestyle_restrictions
How do I format a USB drive?,unrelated
Can I take turmeric?,drug_and_supplement_interactions
Can you predict my side effects?,bot_identity_and_disclaimer
"Hello, I'm prescribing isotretinoin.",greeting
Can I walk outside during the day?,lifestyle_restrictions
Can I donate blood if I took too much Accutane?,dosage_and_administration
Is the prescription really only good for 7 days?,prescription_process_and_smart_program
Go away.,goodbye
What is your name?,bot_identity_and_disclaimer
Is dizziness a side effect?,common_side_effects_and_adverse_reactions
Is it true that Accutane is contraindicated for pregnant females?,pregnancy_and_contraception_risks
"Thanks, see you.",goodbye
Can I take vitamin B supplements?,drug_and_supplement_interactions
What is the capital of Thailand?,unrelated
Do you have malpractice insurance?,bot_identity_and_disclaimer
"Hi, nice to meet you.",greeting
Should I discuss continuing the pregnancy if I conceive?,pregnancy_and_contraception_risks
Why can't I use an online doctor for this?,prescription_process_and_smart_program
Finished.,goodbye
Do I have to get tested for pregnancy every single month?,pregnancy_and_contraception_risks
Can I get a refill if I have refills left on the bottle?,dosage_and_administration
Is it possible to become aggressive on this drug?,mental_health_warnings
What is the success rate?,indications_and_efficacy
Should I be cautious operating vehicles at night?,lifestyle_restrictions
Have a great day.,goodbye
Should I use two forms of birth control?,lifestyle_restrictions
Are micro-dosed progesterone preparations effective with Accutane?,drug_and_supplement_interactions
What is the best yoga pose for back pain?,unrelated
"I'll check the label, thanks, bye.",goodbye
Can I use public transport?,lifestyle_restrictions
Shut down.,goodbye
What is the best way to train a puppy?,unrelated
I have hives (urticaria).,common_side_effects_and_adverse_reactions
Can I bring the sticker to the pharmacy later?,prescription_process_and_smart_program
Should I get a Medication Guide every time I pick up the drug?,dosage_and_administration
Why do I get a Medication Guide every time I pick it up?,prescription_process_and_smart_program
How do I tie a Windsor knot?,unrelated
I have a rash on my arms.,common_side_effects_and_adverse_reactions
Does the prescriber have to obtain the stickers from the manufacturer?,prescription_process_and_smart_program
Does psychosis mean hearing voices?,mental_health_warnings
"Hello, Isotretinoin help.",greeting
Who discovered penicillin?,unrelated
Should I avoid sports with repetitive impact?,lifestyle_restrictions
Can Accutane make my birth control pills less effective?,pregnancy_and_contraception_risks
Can you refuse to answer?,bot_identity_and_disclaimer
What are corneal opacities?,common_side_effects_and_adverse_reactions
"If I only have a few nodules, can I take this?",indications_and_efficacy
Can I renew the prescription over the phone?,prescription_process_and_smart_program
What are the rules of chess?,unrelated
What is the most expensive car?,unrelated
Can you see my medical records?,bot_identity_and_disclaimer
IUDs are considered primary methods.,pregnancy_and_contraception_risks
Is 5 mm the size of a nodule?,indications_and_efficacy
Why does my doctor need to know about unplanned pregnancy risks?,pregnancy_and_contraception_risks
Can I take collagen?,drug_and_supplement_interactions
Does it help with draining sinuses?,indications_and_efficacy
I read that I must not get pregnant while on this medication.,pregnancy_and_contraception_risks
Can the capsule irritate my esophagus?,dosage_and_administration
How do I make iced tea?,unrelated
I have conjunctivitis (pink eye).,common_side_effects_and_adverse_reactions
How do I fix a squeaky door?,unrelated
Talk to you later.,goodbye
Can you solve this differential equation for me?,unrelated
Can I take antibiotics for an infection?,drug_and_supplement_interactions
What is the capital of Sweden?,unrelated
Can I rely on just condoms?,lifestyle_restrictions
My sleeping habits have changed.,mental_health_warnings
Can I share my medication with my friend who has acne?,lifestyle_restrictions
What is the capital of Portugal?,unrelated
I need to avoid unplanned pregnancy.,pregnancy_and_contraception_risks
Can I go to the beach for vacation?,lifestyle_restrictions
Write a poem about a lonely robot.,unrelated
My blood sugar is higher than normal.,common_side_effects_and_adverse_reactions
Does an overdose cause vomiting or facial flushing?,dosage_and_administration
Who programmed you?,bot_identity_and_disclaimer
How do I install Windows 11?,unrelated
How do I remove malware from my PC?,unrelated
Do corticosteroids cause osteoporosis?,drug_and_supplement_interactions
Can I take mood stabilizers?,drug_and_supplement_interactions
Is the yellow sticker a federal requirement?,prescription_process_and_smart_program
What is the capital of Egypt?,unrelated
How do I boil an egg?,unrelated
I'm closing the window.,goodbye
How do I make a vision board?,unrelated
What is the atomic number of Gold?,unrelated
How do I make a grilled cheese sandwich?,unrelated
My CPK levels are elevated.,common_side_effects_and_adverse_reactions
Bye bye.,goodbye
What is the capital of Austria?,unrelated
"Understood, goodbye.",goodbye
Is it okay to use hair removal creams?,lifestyle_restrictions
I'm withdrawing from my friends.,mental_health_warnings
"Hi, question about pregnancy risks.",greeting
I agree to stop if I feel worthless.,mental_health_warnings
Can I take antidepressants?,drug_and_supplement_interactions
Can this medication cause diabetes?,common_side_effects_and_adverse_reactions
"That answers my question, bye.",goodbye
Does the drug cause violent behaviors?,mental_health_warnings
Adios.,goodbye
Can this drug cause peeling of palms and soles?,common_side_effects_and_adverse_reactions
"Good morning, I hope you can help.",greeting
Do you have a medical license?,bot_identity_and_disclaimer
Nobody knows if Accutane caused the suicide.,mental_health_warnings
Can I use self-tanning lotions?,lifestyle_restrictions
Take care.,goodbye
End chat.,goodbye
I'm leaving.,goodbye
Can I take melatonin?,drug_and_supplement_interactions
Sayonara.,goodbye
"If I weigh 70 kg, should I take 70 mg a day?",dosage_and_administration
The pharmacy refused to fill it because the sticker was missing.,prescription_process_and_smart_program
"Hi, I have a query about a pill.",greeting
Can I take vitamin A supplements while on Accutane?,drug_and_supplement_interactions
Should I call my prescriber right away if I'm angry?,mental_health_warnings
Is it safe to use micro-dosed progesterone preparations?,pregnancy_and_contraception_risks
Can I take creatine?,drug_and_supplement_interactions
What is the longest river in the world?,unrelated
What is the hottest pepper in the world?,unrelated
How do I make slime?,unrelated
Do I have to see my doctor every month to get a new script?,prescription_process_and_smart_program
What is the capital of the Netherlands?,unrelated
Is this program mandatory for everyone?,prescription_process_and_smart_program
Is it safe to play sports that might cause bone fractures?,lifestyle_restrictions
"Hello, I was told to ask you some questions.",greeting
Can I take minocycline for my acne while on Accutane?,drug_and_supplement_interactions
What is skeletal hyperostosis?,common_side_effects_and_adverse_reactions
Can other medicines make my birth control pills fail?,pregnancy_and_contraception_risks
I must not breastfeed while taking this medication.,pregnancy_and_contraception_risks
Can I take pre-workout?,drug_and_supplement_interactions
Good morning.,greeting
Why is it called a 'systemic retinoid'?,indications_and_efficacy
Does the prescription expire after 7 days?,dosage_and_administration
How do I fix a flat tire on a bike?,unrelated
Can I take protein powder?,drug_and_supplement_interactions
Can you tell me a joke about a programmer?,unrelated
What is the largest mammal?,unrelated
"Hi, are you a bot?",greeting
Is it indicated for children?,indications_and_efficacy
How do I make a protein shake?,unrelated
Can the doctor adjust my dose during treatment?,dosage_and_administration
What counts as a primary form of contraception?,pregnancy_and_contraception_risks
I'm all set.,goodbye
"Thanks, take care.",goodbye
Why is it not indicated for mild acne?,indications_and_efficacy
Recommend a good sci-fi movie on Netflix.,unrelated
Is the goal complete clearance or just improvement?,indications_and_efficacy
What is the smallest country in the world?,unrelated
Have a safe day.,goodbye
Can I stop after 2 months if I'm better?,dosage_and_administration
Did lower dosages require more retreatment in studies?,dosage_and_administration
What is the S.M.A.R.T. program mentioned on my prescription?,prescription_process_and_smart_program
Who is the lead singer of Coldplay?,unrelated
How do I get a job at Google?,unrelated
Do I need a new sticker if the pharmacy is out of stock?,prescription_process_and_smart_program
Should I always take Accutane capsules with food?,dosage_and_administration
Can I get a chemical peel?,lifestyle_restrictions
Can it cause bleeding gums?,common_side_effects_and_adverse_reactions
Why are my lips so dry and cracked?,common_side_effects_and_adverse_reactions
Will it clear up my face and my back?,indications_and_efficacy
Can I take St. John's Wort?,drug_and_supplement_interactions
Can I lift heavy weights?,lifestyle_restrictions
Will my oil glands grow back after I stop?,indications_and_efficacy
"Hi, I'm looking for specific info.",greeting
"Hey, simple question.",greeting
No further questions.,goodbye
Should I swallow the capsule with liquid?,dosage_and_administration
Can I use lip balm?,lifestyle_restrictions
Hiya.,greeting
What is the capital of Denmark?,unrelated
What does the yellow self-adhesive sticker signify?,prescription_process_and_smart_program
Who is the richest actor?,unrelated
Does the sticker serve as documentation for the pharmacist?,prescription_process_and_smart_program
"I feel like hitting someone, is this the drug?",mental_health_warnings
How do I make french toast?,unrelated
Can it cause stroke?,common_side_effects_and_adverse_reactions
Will it reduce the size of my sebaceous glands?,indications_and_efficacy
Can I nurse my baby?,lifestyle_restrictions
Closing chat.,goodbye
Why shouldn't I take St. John's Wort while on birth control?,pregnancy_and_contraception_risks
Bye for now.,goodbye
Can I take diabetes medication?,drug_and_supplement_interactions
Do corneal opacities go away?,common_side_effects_and_adverse_reactions
What is the zip code for Beverly Hills?,unrelated
How do I make guacamole?,unrelated
"Hey there, I need some help.",greeting
Can Accutane cause depression?,mental_health_warnings
Is this confidential?,bot_identity_and_disclaimer
Should I look at the package insert of my other meds to check for interactions?,pregnancy_and_contraception_risks
Can I take herbal tea?,drug_and_supplement_interactions
How accurate are you?,bot_identity_and_disclaimer
Does it affect keratinization?,indications_and_efficacy
Why is the process so complicated for this drug?,prescription_process_and_smart_program
Will this help with scarring?,indications_and_efficacy
Who is the current Pope?,unrelated
Can I participate in sports?,lifestyle_restrictions
"I'm having crying spells, what should I do?",mental_health_warnings
What is the average temperature on Mars?,unrelated
Can this affect my bones?,common_side_effects_and_adverse_reactions
"Hello, system check.",greeting
Is the mechanism of action unknown?,indications_and_efficacy
I need to present the prescription with the sticker to the pharmacist.,dosage_and_administration
I need to watch for mental health issues as a serious side effect.,mental_health_warnings
"Very helpful, bye.",goodbye
Can I expect complete remission?,indications_and_efficacy
Where can I find the rates of contraception failure?,pregnancy_and_contraception_risks
What are the symptoms of pseudotumor cerebri?,common_side_effects_and_adverse_reactions
My parents should read the informed consent about mental problems.,mental_health_warnings
Do females of childbearing potential need a confirmatory test?,pregnancy_and_contraception_risks
"Nope, that's it.",goodbye
Should men use a condom for 30 days after an overdose?,dosage_and_administration
Can I stop using birth control during treatment?,lifestyle_restrictions
Can I use implantable contraceptives?,drug_and_supplement_interactions
Do you know my name?,bot_identity_and_disclaimer
How does a mail-order pharmacy check the 7-day window?,prescription_process_and_smart_program
Is it the most effective treatment available?,indications_and_efficacy
"If the pharmacy orders it, will I miss my 7-day window?",prescription_process_and_smart_program
Should I avoid going out in the sun?,lifestyle_restrictions
Bye now.,goodbye
Can you help me debug my Python code?,unrelated
Who wrote the Odyssey?,unrelated
I need to sign the patient agreement before getting the sticker.,prescription_process_and_smart_program
What is the capital of Belgium?,unrelated
Do you have a physical body?,bot_identity_and_disclaimer
Can I have laser skin treatment?,lifestyle_restrictions
Do minipills contain estrogen?,drug_and_supplement_interactions
Will I be acne-free forever after one course?,indications_and_efficacy
Can I get a 90-day supply so I don't have to come back next month?,prescription_process_and_smart_program
Does it cause hypopigmentation?,common_side_effects_and_adverse_reactions
"Hi, I'm taking isotretinoin.",greeting
"Hi, FDA info needed.",greeting
Can my acne continue to improve after I stop taking the drug?,dosage_and_administration
Is hearing impairment a risk with this drug?,common_side_effects_and_adverse_reactions
Is once-daily dosing recommended?,dosage_and_administration
Is the indication strictly physical severity?,indications_and_efficacy
Can working out hard cause muscle damage on this drug?,common_side_effects_and_adverse_reactions
My doctor forgot to put a yellow sticker on the paper.,prescription_process_and_smart_program
Can you tell me what to do?,bot_identity_and_disclaimer
Are you a pharmacist?,bot_identity_and_disclaimer
Do you store my chat history?,bot_identity_and_disclaimer
Can I get a piercing?,lifestyle_restrictions
Who won the last election?,unrelated
Who manages this service?,bot_identity_and_disclaimer
Why do I need to drink a full glass of liquid?,dosage_and_administration
I agree to stop if my appetite changes.,mental_health_warnings
Is there a human checking your answers?,bot_identity_and_disclaimer
What is the capital of Italy?,unrelated
Can this drug make me feel anxious?,mental_health_warnings
Can you make an appointment for me?,bot_identity_and_disclaimer
Will this cure my acne permanently?,indications_and_efficacy
"Hey, I need assistance.",greeting
Could a bad headache be a sign of brain pressure?,common_side_effects_and_adverse_reactions
How long should I avoid pregnancy after an overdose?,dosage_and_administration
Is it 13-cis-retinoic acid?,indications_and_efficacy
"I'll come back later, bye.",goodbye
Is it indicated for adults over 18?,indications_and_efficacy
What is the exchange rate for the Euro today?,unrelated
I have to go to the office just to get the sticker?,prescription_process_and_smart_program
Is this drug for mild acne?,indications_and_efficacy
Can I take antacids?,drug_and_supplement_interactions
Should I report a pregnancy to the Roche program specialist?,pregnancy_and_contraception_risks
"Hi, I'm new here.",greeting
Does it cause hyperpigmentation?,common_side_effects_and_adverse_reactions
I have to verify I know the risk of fetal injury.,pregnancy_and_contraception_risks
Is it effective for trunk acne?,indications_and_efficacy
I need to use effective contraception for 30 days after stopping.,pregnancy_and_contraception_risks
Can I take cranberry supplements?,drug_and_supplement_interactions
Should I avoid herbal supplements?,drug_and_supplement_interactions
Do you know everything about Accutane?,bot_identity_and_disclaimer
"Hello, I'm writing on behalf of my son.",greeting
Is abstinence a valid method of birth control for this drug?,pregnancy_and_contraception_risks
Some people have committed suicide on this drug.,mental_health_warnings
Can I engage in vigorous physical activity?,lifestyle_restrictions
Can you identify my skin type?,bot_identity_and_disclaimer
Can it cause nail dystrophy?,common_side_effects_and_adverse_reactions
Can I take blood pressure medication?,drug_and_supplement_interactions
"If I overdose, should I check for pregnancy?",dosage_and_administration
"I have amenorrhea, when should I get my pregnancy test?",pregnancy_and_contraception_risks
Can the doctor just write 'qualified' on the paper instead of the sticker?,prescription_process_and_smart_program
Can I take this with antibiotics?,dosage_and_administration
Does it cause excessive thirst?,common_side_effects_and_adverse_reactions
"If I lose interest in activities, should I stop the drug?",mental_health_warnings
"My doctor said I have 'few' nodules, so I can't take it?",indications_and_efficacy
Did a human write your responses?,bot_identity_and_disclaimer
Can I take fish oil?,drug_and_supplement_interactions
"If I am male, do I need a pregnancy test?",pregnancy_and_contraception_risks
I am having trouble wearing my contact lenses.,common_side_effects_and_adverse_reactions
Is this conversation private?,bot_identity_and_disclaimer
"I have to read the 'Be Smart, Be Safe, Be Sure' booklet.",pregnancy_and_contraception_risks
I have feelings of worthlessness.,mental_health_warnings
Does the prescriber have to call Roche to get stickers?,prescription_process_and_smart_program
What is the best time to visit Hawaii?,unrelated
Can it cause color vision disorders?,common_side_effects_and_adverse_reactions
Can I drive home from work at night?,lifestyle_restrictions
My school performance is going down.,mental_health_warnings
How do I make a budget spreadsheet?,unrelated
How do I make a latte?,unrelated
What is the most popular sport in the world?,unrelated
Hello again.,greeting
Do I need to show my ID to pick this up?,prescription_process_and_smart_program
Can I take ginseng?,drug_and_supplement_interactions
Should I avoid UV rays?,lifestyle_restrictions
Is the treatment usually 15 to 20 weeks long?,dosage_and_administration
I must have a negative serum pregnancy test before my initial prescription.,pregnancy_and_contraception_risks
I don't enjoy sports anymore.,mental_health_warnings
Are you a retrieval system?,bot_identity_and_disclaimer
"Thanks for the info, bye.",goodbye
